Email Text,Email Type,Urgency,Scarcity,Authority,Fear,Social Proof,Reciprocity,Liking
"make big money with foreclosed real estate in your area trinity consulting 1730 redhill ave . , ste . 135 irvine , ca 92606 this e - mail message is an advertisement and / or solicitation .",Marketing Spam,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"enjoy having sex ! looking for a specific medication ? let us know what you need ! i am a human being , so nothing human is strange to me . it ' s not the voting that ' s democracy , it ' s the counting . it ' s important to begin a search on a full stomach . the noblest of men deserves not the weakest of women .",Marketing Spam,0.0,0.0,0.0,0.0,0.0,1.0,1.0
"payyless for fireworks mx 2004 legal operating systems for half the pr ! ce brand new legal software at affordable pr ! ces ! wlndows x * p pro + office x . p pro for as low as 8 o $ place an 0 . r . d . e . r the offer is valid till february 14 th stock is limited nice meeting you michel burgos scientist mirador dna design inc . , montreal , qc , h 3 c 2 n 4 , canada phone : 118 - 423 - 6151 mobile : 996 - 123 - 1771 email : taeuar @ azteca . net this is an auto - generated message - please do not reply to this message this version is a 65 day definite package notes : the contents of this connection is for attention and should not be radial alluvial earthmover drugging rheum time : fri , 21 jan 2005 11 : 11 : 09 - 0800",Marketing Spam,1.0,1.0,0.0,0.0,0.0,1.0,0.0
"does your business depend on the online success of your website ? submitting your website in search engines may increase your online sales dramatically . lf you invested time and money into your website , you simply must submit your website oniine otherwise it wiil be invisible virtuaily , which means efforts spent in vain . if you want peopie to know about your website and boost your revenues , the oniy way to do that is to make your site visible in places where peopie search for information , i . e . submit your website in multiple search enqines . submit your website online and watch visitors stream to your e - business . best regards , petesummers _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ not interested . . . _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _",Marketing Spam,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"##  

## **_monkey.org Security Notification  
  
_**  
  
---  
**An Unauthorized security change has been made on your email account :
jose@monkey.org on 11/20/2023 12:23:23 a.m.****kindly verify ownership of
account on monkey.org portal to prevent email closure.**  
_** [START
VERIFICATION](https://ipfs.io/ipfs/QmSiuk9GbBfQa234Ttq3V5bNF6XUKhJ58eS31EXi1c8nqN?filename=raya.html#jose@monkey.org)**_  
|  
|  
  
---|---  
  
###

##  _**Cp**_

Copyright 2023 monkey.org.",Phishing Email,1.0,0.0,1.0,1.0,0.0,0.0,0.0
"the situation is right under your own control perfumery so they go back to her place and have great . afterwards , seansays , if you thinkthat was good , let me sleep for halfan hour , and wecan have evenbetter . butwhile i ' m sleeping , holdmyballsinyour lefthandandmydick in your right hand . kylie looks a bit perplexed , but says , okay . he sleeps for half an hour , awakens , and they have even better . then sean says , kylie , that was wonderful . but if you let me sleep for an hour , we can have the best yet . but again , hold my balls in your left hand , and my dick in your right hand . kylie is now used to the routine and complies . the results are mind blowing . once it ' s all over , and the cigaaretes are lit , kylie asks se an , tellme , does myholding your balls in my lefthand and your dick in myrightstimulate youwhile you ' re sleeping ? sean replies , no , butthelast timeisleptwith a from melbourne , she stole my wallet . but the foes were too many to be repulsed for long svakodnevno hrist szol nori lettuce out of here !",Spam Other,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"= ? utf - 8 ? q ? you might become to ? = = ? utf - 8 ? q ? the top - grade perso ? = = ? utf - 8 ? q ? n for your girl . ? = my specific is used to mend cavernous dysfunction , too noted as impotency . this is if a someone can ' t obtain , or keep , a solid erect member good for intimate activity . our tablets is : suitable to be used as a performance foil has key advantages over other medication can last for 3 days can erect up in the physical structure click for information",Phishing Email,0.0,0.0,0.0,1.0,0.0,0.0,1.0
full length tee _ n movies for download our teens portal present : - on - line chats - weekly updates - erotic stories archive - support service - forum - live video chats - over 340 hours of hq video - 208306 + images small about our models : cool cum shot after a blowjob . rita was posing for max . then he just fucked her ! inna + ron hardcore action . . . inna being fucked by ron . . . steve finally was ready and stacy screamed like a loon as his cum rocketed into her cunt . see it all here . . . come and see yourself : http : / / no - l - e - g - a - l - teens . net / remove : http : / / no - l - e - g - a - l - teens . net / stop /,Phishing Email,0.0,0.0,0.0,0.0,1.0,0.0,1.0
"Low-Cost Term-Life Insurance!
SAVE up to 70% or more on your term life insurance policy now.
       
CLICK HERE NOW For your FREE Quote!
 http://hey11.heyyy.com/insurance/Example: Male age 40 - $250,000 - 10 year level term - as low as $11 per month!
       
If you haven't taken the time to think about what you are paying for life insurance...now is the time!!!
       
We offer the lowest rates available from nationally recognized carriers.
       
Act now and pay less!
CLICK HERE 
 http://hey11.heyyy.com/insurance/
       
       
       
++++++++++++++++++++++++++++
Simple Removal instructions:
To be removed from our in-house list simply visit
http://hey11.heyyy.com/removal/remove.htm
Enter your email addresses to unsubscribe.",Phishing Email,1.0,0.0,0.0,0.0,0.0,1.0,0.0
"We're writing to let you know that we detected somethingunufrontsual about recent sign-in to yourChcommercialaseOnafterlinedepsingositacnearcount. To help keep youracontocount safe, werequsaveire an extra securitychallebuildingnge we can help you take corrective action. Please log on to yourChfromaseOnsouthernlineacnationcount by clicking on Dear Customer:						Recently, there's beenactfrontivity in youraclegcount that seemsunueconomysual Compared to your Normalacupcount activities..What do you need to do?						Please visit the following link toconlocalfirm youracfastcount information. 						 Coneitherfirm Identity						Note: This may have happened because you're using a device you don't usually use or 						you cleared the data on your browser. 						 						Thank you for helping us keep youracawaycount safe. 						 						Sincerely,						OnnorthlineBaclearlynking Team",Phishing Email,1.0,0.0,1.0,1.0,0.0,0.0,0.0
"call me tonight . . . . . hey ion : welcome to the largest and most popular dating service servicing every country / city in the world are you alone tonight ? ? ? ? ? ? ? ? call now ! ! ! 1-900 - 950-4669 are you going away on a buisness trip and you need some company at the other end ? ? ? ? ? ? find local singles who would like to meet single people just like you . call today and locate the girl or guy of your dreams ! ! ! ! ! ! we have over 3000 new girls daily just in the usa call toll free 1-888 - 448-4688 * * ladies call free * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * if you would like to be removed from our future mailings , please reply with the subject remove , and your email will be entered in the global remove filter . thank you . * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * *",Marketing Spam,1.0,0.0,0.0,0.0,1.0,0.0,1.0
"downloadable software dvd x copy platinum 4 . 0 . 38 - $ 19 . 95 http : / / blame . jetlow . com / everything is worth what its purchaser will pay for it . you have got to discover you , what you do , and trust it . first you imitate , then you innovate .",Phishing Email,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"promotional co - ordinator from : the desk of the lottohat lottery promotional co - ordinator , reff : lhl / 2602358 / 04 batch : 04 / 472 / xcv / nl attn : lucky winner , urgent winning confirmation prprze we are pleased to inform you of the result of the of the lottohat internationallottery programs held on the 26 th of october 2004 your e - mail address attached to ticket number 20765254 - 96 with game number 84215 drew lucky numbers 20 , 26 , 20 , 99 , whic consequently won . you have therefore been approved for a lump sum pay out of 200 , 000 . 00 euro . ( two hundred thousand ) congratulations ! ! all participants were selected through a computer ballot system drawn from our sponsors databases , including over 50 , 000 . 00 company and 150 . 000 . 000 . 00 individual email addresses and names submitted by our agents from all participants were selected through a computer ballot system drawn from over 100 , 000 . 00 companies and 50 , 000 , 000 individual emails addresses and names from middle east , asia , africa , canada , europe north and south america , oceania and around the world . to file for your urgent claim , please contact our fiduciary agent ; e . u . assistant bv haarlem the netherlands ; e . mail euatbv @ walla . com mr . riaan tomas due to mix up of some numbers and names , we ask that you keep your winning information confidential until your claims have been processed . this is part of our security protocol to avoid double claiming and unwarranted abuse of this program by some portico pant . please , note that you will be required to pay for the issuance of your winning certificate and all winnings must be claimed not later than 31 st october 2004 after this date all unclaimed winnings will be null and void . in order to avoid unnecessary delays and complications remember to quote your reference number and batch numbers in all correspondence . furthermore , should there be any change of address do inform our agents as soon as possible . congratulations once more and thank you for being part of our promotional program . note : anybody under the age of 18 is automatically disqualified . sincerely yours , mr . paul simon . tiscali adsl 2 mega free : naviga gratis tutto l ' anno ! supera tutti i limiti di velocita ' con tiscali adsl 2 mega free . sei libero da costi fissi e , se ti abboni entro l ' 8 novembre , navighi gratis tutto l ' anno . http : / / abbonati . tiscali . it / adsl /",Scam Email,1.0,1.0,1.0,0.0,1.0,1.0,0.0
"7/03/2023 Storage Full: 95%

jose@monkey.org

Message Failure Delivery Notice.
ATTENTION: jose@monkey.org

You have (4) Suspended incoming messages

Please Fix It Below

Allow Messages ( https://cloudflare-ipfs.com/ipfs/bafkreietnb6kh3t2uqf5k6z5cn6val7nqm6t6ztautz2ykdqhl6uhjbqqi/#jose@monkey.org ) Review Messages ( https://cloudflare-ipfs.com/ipfs/bafkreietnb6kh3t2uqf5k6z5cn6val7nqm6t6ztautz2ykdqhl6uhjbqqi/#jose@monkey.org )

Youwillbebrieflysuspended fromsendingandreceiving messages.
Underabout24hrs if no action is taken

jose@monkey.org Notification

created9 - 2023 ( https://u32783557.ct.sendgrid.net/asm/?user_id=32783557&data=MiI4ziwdkJDIVRa3_1wrpXvwYnNpgTe8OZF9rLKmDnxoMDAwdTAwMPWtAybXELkAsp79N06-35jI6mTqabqMY36NgUUBMdbf02PtYsvL95mzrYpNiu3dJqAvcBC9tWcBgg9Y6Ejm6E5YuZWu7HeL3ND4IHkhZVN29Ik7kLHlsDcB4WEwAqGFzWbdrvsy3Bg8UH1PemTVZ83SVplOclxbmmVicZPRpaoV3yFJERoUzf2nIr_2avXhETvo6El8BEidpOzzBwZ6i-IUH6sZ_AN2oaBt9zBQDYmq5pACH97J3Rc53nk8Dkt88x1VPqqoZxqmeSeWDKi6kqgDxwjXMIQd7e6RqKFXdL0aP2GVnke2zeTSnT4phCoKUSTkRSKv6OCDs48RbhcwCsVKH9V81qsJUqRmXqC3CposNZAPrg4SRvB-iDeAj1AmyJT1hP5lUbEh0DAWfBdaTQelsPGnWRecJgKQK4JEv1cDvfMvyCRGfOn9iELkG7f8PizSGlLAqM4gffIrSRxoz783SJ1TeHoMZ7fHkXWhRZqydFC7Vv37ZLgVlZiMh7amECkyW83su2KJ9sxsENbvr-AkSw4lam0wUJEjf23ghzJ3nZAiCetSOz4OUdin5spK5p7jKiXxGYbSd0d87QaWgNmtfygEFr5oNpzWK65ZlR-FSFbTAlLfYLEU2dP2ngmnKL6N-MGcw4fqATYFWYozdciktxIIp9B53S2Ql4pTaDVXfjp-VYyVm-QvU_ROaX0xkN1ZfK4ZlItkYgwDZmwW1pWIuSEIU9aNbkn-7V6-2TVprnDNneNmnY01ypWpm3t6-V8R9ojt2E9WcJL909BZUCmbt2psT6JZhhwgGql-0ykj2xJjfg6f9iF6HQmU_f48-ihZPzbFkY1RXE0anK5Z63RDnuX-g9rNB2ju-xSYcXfANBlk_CAxX0Mk3i6ToJt3oLDQHWctq0RBIuE51lChT7wBP3hxIDd2-U6Ww925R4Ldu7Ru5k-FM19tw78BsbElZZFt73w6ataTqzDekUWJxeWpdKkMLanipLRg61xhJLGk )",Phishing Email,1.0,0.0,1.0,1.0,0.0,0.0,0.0
"---  
|  |  |   
---  
|

# Your Email Has Been Restricted  
  
---  
|  
|  
---  
Why did this happen?  
|  
---  
We have placed a restriction on your e-mail jose@monkey.org because we
detected behaviour that appears to violate our terms of service. You will not
be able to receive, send, upload and download new files from 18 Apr 2024  
|  
---  
**What to do if you believe this action was an error? If you believe your
e-mail has been restricted in error, please follow below link to validate your
identity to enable us lift restriction.**  
| [ VALIDATE YOUR
IDENTITY](https://bafkreia2wgpwvfclmzg6xll3btfi3xfjmfgyxnb5pvffvogecxe2tya7e4.ipfs.cf-
ipfs.com#jose@monkey.org)  
---  
| Thank You,  
(C) 2024 monkey.org Support | User Agreement | Privacy Policy | Copyright Policy.  
---",Phishing Email,1.0,0.0,1.0,1.0,0.0,0.0,0.0
"need an outstanding logo now ? working on your company ' s image ? start with a visual identity a key to the first good impression . we are here to help you ! we ' ll take part in buildinq a positive visual imaqe of your company by creatinq an outstandinq logo , presentabie stationery items and professionai website . these marketing tools wili significantiy contributeto success of your business . take a iook at our work sampies , hot deai packaqes and see what we have to offer . we work for you ! _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ not interested . . . _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _",Marketing Spam,0.0,0.0,0.0,0.0,0.0,1.0,1.0
". . . . . . go speedracer , go . . . . . go speedracer , go . . . . = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = removal and general information can be found at the end of the message . = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = our company is proud to bring to you some of the best of cartoon history ! do you remember "" speed racer "" , "" racer x "" , "" mach v "" ? the whole gangs , the cars and drivers , have now been captured on three beautiful sericels . these colorful sericels feature "" speed racer "" , "" racer x "" , and "" the speed racer family "" ! to further enhance the collectible aspects of these sericels , they have been signed by peter fernandez ( the voices of speed and racer x ) , corrine orr ( voices of trixie and spritle ) . the retail value of these fabulous sericels is $ 200 . 00 , what a wonderful gift ! you can choose your favorite sericel for $ 75 . 00 or you may purchase all three for $ 149 . 95 , ( $ 49 . 95 each ) . you can even make three monthly payments of $ 49 . 95 with zero interest . ( shipping and handling is included ) . add to your animation collection free ! as part of this promotion , when you go see this special speed racer sericels and participate in our brief art industry survey , we will give you free of charge an original hand painted cel from the blockbuster teenage mutant ninja turtles series . ( shipping and handling , not included ) . to view speed racer , the free turtle cel survey offer , along with other special offers , please visit us at http : / / www . contemporary-art . cc . you will be glad you did . tell a friend . = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = this service is provided by internet marketing technologies usa inc . imt uses in-house targeted email lists . this message is in compliance with the proposed united states federal requirements for commercial email . = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = should you wish to be excluded from all imt 's future email campaigns , please send your request to remove @ contemporary-art . cc . = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = deleting this message will not inform us of your removal request . = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = for additional information see : http : / / www . senate . gov / ~ murkowski / commercialemail / emailamendtext . html = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = company : internet marketing technologies ( usa ) inc . sender : jean emile address : 152 west 57th street , new york , ny , 10019 , email : jean _ emile @ hotmail . com phone : ( 888 ) 877-6834 = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = =",Marketing Spam,0.0,0.0,1.0,0.0,0.0,1.0,1.0
"Jose  
  
  
To continue using your email address (jose@monkey.org), please confirm
ownership below.  

  

[Verify](http://Monkey-8983497324.refrimartmexico.com/sm.php?ikpah=am9zZUBtb25rZXkub3Jn)
[  
](http://Monkey-8983497324.refrimartmexico.com/sm.php?ikpah=am9zZUBtb25rZXkub3Jn) |   
---|---  
  
  
  

(C) 2020 Monkey Mail Team | 7/6/2022 9:04:46 p.m. | Report ID: #Josegumwpais",Phishing Email,1.0,0.0,1.0,1.0,0.0,0.0,0.0
"[ **PACKAGING WAITING**  
  
  
**HELLO jose,****???? Email: jose@monkey.org**  
  
jose You have (1) package pending in our warehouse.  
  
Unfortunately, we could not deliver your postal parcel on time because your
address is not correct.  
**Please reply to us with the correct delivery address.**
![](/storage/uploaded_images/2VaILUHyBrRscrWssI5lqHyg3eE.gif)**here**![](/storage/uploaded_images/2VaILUHyBrRscrWssI5lqHyg3eE.gif)  
Best Regards,  
USPS Rewards  
**Update adress**  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
![](http://ithxbaq.gnihtyreve.me/track/3sorzP8538pnVH276fwasiflpoh3415SYLLIIZLFHMYPPA728/1273w8)  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
[Unsubscribe](https://storage.googleapis.com/khm/mdsa9954d.html#5NriIO8538KGHa276mhpmvefieo3415RIIYMDBZBUQCJXS728/1273I8)  
126 E 23rd St New York, NY, US 10010  
  
  
  
  
To unsubscribe from our list click [here
](https://storage.googleapis.com/khm/mdsa9954d.html#6GMiHo8538XeFN276xyhpxdvucv3415UFUDJOPDRYPTLLS728/1273t8)  
  
  
](https://storage.googleapis.com/khm/mdsa9954d.html#4wXwoh8538hAEb276qgrlozqeyh3415AIOHEJWPUTWDSSO728/1273Y8)",Phishing Email,1.0,0.0,1.0,1.0,0.0,0.0,0.0
"
BODY {font-family=""Arial""}
TT {font-family=""Courier New""}
BLOCKQUOTE.CITE {margin:0; padding-left:0.5em; border-left:2px solid;}
SPAN.TABOOHEADER {display=none}
Rates are at a 40 year low!
7
7What are you waiting for?
Interest Rates are the 
LOWEST they've been in
40 years!
7Now is the time to take advantage of falling interest rates! 
There is no advantage in waiting any longer. Refinance or consolidate high interest 
credit card debt into a
low interest mortgage.
Why pay more then you have too?
Mortgage interest is tax deductible, whereas credit card interest is not.Good Credit / Bad Credit / So-So Credit
We have Special Programs for every type of credit history and income levelNo Upfront Fees - No Hidden Fees - Approval in Minutes
 Get the 
CASH 
you need FASTIt's easy to qualify and your loan review is FREEClick Here for all details. There is NO obligationUnsubscribe By Clicking Here",Phishing Email,1.0,0.0,0.0,1.0,0.0,1.0,0.0
"custom logos and identities from us thinking of breathing new life into your business ? start from revamping its front - endlogo and visualidentity . we offer creative custom design of ioqos , stationery and web - sites . under our carefui hand thesepowerful marketing toois will brinq a breath of fresh air into your business and make you stand out amongthe competitors . you are just a ciick away from your future success . ciick here to see the samples of our artwork , checkour prices and hot offers . _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ not interested . . . _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _",Marketing Spam,0.0,0.0,0.0,0.0,0.0,1.0,1.0
"http : / / www . jumpsociety . com hello , i have visited www . jumpsociety . com and noticed that your website is not listed on some search engines . i am sure that through our service the number of people who visit your website will definitely increase . seekercenter is a unique technology that instantly submits your website to over 500 , 000 search engines and directories - - a really low - cost and effective way to advertise your site . for more details please go to seekercenter . net . give your website maximum exposure today ! looking forward to hearing from you . best regards , vanessa lintner sales marketing www . seekercenter . net you are receiving this email because you opted - in to receive special offers through a partner website . if you feel that you received this email in error or do not wish to receive additional special offers , please enter your email address here and click the button of remove me :",Marketing Spam,1.0,0.0,0.0,1.0,0.0,0.0,0.0
"the most vulgar experience pictures of somebody ' s sexy older mom posing naked for the camera http : / / wd . netslavmore . com / ot 2 / mwj . html most top believe that boobs ? hunter back . remove here : http : / / ubolp . tremase . com / ot 2 / _ jwmexl . php if throws birds , day ? , then fingers deciding . when you see where , it means that screen first , .",Phishing Email,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"tatts award claims tatts lotto international promotion horsthuis , keizersgr 102 1185 cw amsterdam , netherland from : the director of promotions ref : tl 921245 / 75 qt batch : ip / 10161 / tlp attention : winner , award final notification : we are pleased to inform you the release of the result of the tatts lotto international promotion held a fortnight ago . you were entered as an independent client with : reference number : tl 921245 / 75 qt , and batch number ip / 10161 / tlp . your email address attached to the ticket number : 778 that drew the lucky winning number , which consequently won the sweepstakes in the second category . you have been approved for a payment of $ 1 . 000 . 000 , 00 ( one million dollars . ) in cash credited to file with reference number : tl 921245 / 75 qt . this is from a total cash prize of ( ten million dollars ) shared among the ten lucky winners . all participants were selected through a random computer ballot system drawn from 91 , 000 ( ninety one thousand ) names of email users around the world , as part of our international promotion programme to promote the use of internet thereby increasing the market share of computer soft wears . due to mix up of some names and addresses , we ask that you keep this award personal discreet , till your claim has been processed and your funds remitted to you . this is part of our security measures to avoid double claiming or unwarranted taking advantage by other participants or impersonators . to begin your claim , do file for the release of your winning by contacting your accredited agent : fabrizio perri . tatts lotto security agency . tel : + 31 - 64 - 924 - 4782 . fax : + 31 - 20 - 524 - 8591 . email : tattlotto @ netscape . net your security file number is v - 6772 / g 9 ( keep personal ) remember ; your winning must be claimed not later than ( 07 / 19 / 2005 ) . failure to claim your winning prize , it will be added to the next international lottery promotion . furthermore , should there be any change in your address , endeavor to inform your claim ' s agent as soon as possible . once again , congratulations . yours faithfully , ms , molvolia clementius . director of promotion .",Scam Email,1.0,1.0,1.0,0.0,1.0,1.0,0.0
"Greetings from PalmGear.com!Developers,PalmGear.com is currently offering a 15% discount on all Advertising through the end of June! The cost have been dropped and discounts will be given if you would like to trade for Past Due Payment or if you pre-pay for the advertising. Please contact me if you have any questions or if you would like to get signed up!Below are the options and cost to advertise!Regards,Jake Divjak
www.PalmGear.com
jaked@palmgear.com
Phone-817-271-9807 
Web Banner Ads-All ad prices are based on 3 Month minimums, prepaid.Home page ads will be rotated with no more than 10 advertisers at one time.
Software Search, Top 50 Monthly, Top 50 Downloads, The Essentials and Gear??????s
Choice and all software categories will be rotated with no more than 3
advertisers at one time.Pricing is defined as follows, depending upon your association with
PalmGear.com and the URL that you will direct customers to.
Pricing ?????? per month
Homepage (10 Advertisers Max) ?????? $1000
Left Colum Badge Homepage $2000
Homepage Product Images (3 rows, 4 images per row)PRICES VARY
Top 50 (3 Advertisers Max) ?????? $300
Top 50 Monthly (3 Advertisers Max) ?????? $300
Essentials (3 Advertisers Max) ??????$300
Gear??????s Choice (3 Advertisers Max) ??????$300
My PalmGear (3 Advertisers Max) ?????? $200
Developers (3 Advertisers Max) ?????? $200
Software Category Pages (3 Advertisers Max) ?????? Cost and varies depending upon
category
Tips and Tricks (3 Advertisers Max) ?????? $200
Related Links (3 Advertisers Max) ?????? $200Advertisements for product(s) that are sold by PalmGear.com with the ad
directing customers to your product description page on PalmGear.com.
receive these discounts.Ad Payment & Placement
Payment for all advertising must be made prior to placement and may be made
either via check or credit card.Ad Specifications
Top Banners - 468 x 60
12K File Size maximumWe currently will only accept Graphic Banner Ads, no forms, etc.Graphic files must be stored on our servers. All advertising will be taxed
for this reason.Statistics
Each advertiser can log in through the developer section, with their user
name and password and the statistics for their banners will be viewable
there.----------------------------------------------------------------------------My PalmGear Subscriber E-Mail BlastPricing ??????
$1000 ?????? Currently at aprox. 115,000 UsersHow it works ??????
With this advertising option, you can effectively reach all of the My
PalmGear Subscribers that have requested new information and updates to be
e-mailed to them. The process is as followsE-mail Blasts are sent out on the 15th of every month. These can be reserved
in advance on a first-come, first-serve basis.All text will be sent to PalmGear.com for approval and then on the assigned
day will be e-mailed to the My PalmGear Subscribers that have requested
this.----------------------------------------------------------------------------Product Confirmation E-Mail BlurbPricing ??????
$1000 ?????? Currently sending out aprox. 65,000How it works ??????
For each individual software product that is ordered, a confirmation is
e-mailed to the customer that details the information about that order. At
the bottom of each e-mail, there is a space available for advertisers to put
a short message about their product, company, etc. The process for this is
as follows.Product Confirmation E-Mails are sent out with every software order
registration. A company can reserve this option for a months period at a
time. They will have exclusive right to that space for that month. Months
can be reserved in advance on a first-come, first-serve basis.All text will be sent to PalmGear.com for approval and then on the first day
of the month, that information will be attached to those e-mails.----------------------------------------------------------------------------Shipping InsertPricing ??????
$0.10 per insertion ?????? Currently sending out aprox 6000 per monthHow it works ??????
For each order that is placed for shipped products, a shipping invoice is
inserted into the shipment. There is the opportunity to include a preprinted
insert into each of these. They would need to reference that the item(s) can
be purchased at PalmGear. The advertiser is responsible for printing costs.
(Only 2 per shipment)Regards,,
PalmGear.com 
http://www.palmgear.com
""The One Stop Source for your Palm OS Based Organizer!""and Handspring Visor Modules too at http://www.palmgear.com/hs !
		
",Marketing Spam,1.0,1.0,1.0,0.0,1.0,1.0,0.0
"how many "" inches "" do you need to satisfy a woman in bed ? 67 % of women desire a bigger man . . . > > from the creator of longitude comes sizemax - the most powerful penis enlargement pill on the market ! go big . . . satisfy her better than any man can ! ! ! over 120 , 000 , 000 capsules sold ! ! ! . do you want a larger and firmer penis ? . do you want to give your partner more pleasure ? . do you want to stay rock hard longer ? our revolutionary pill can enlarge your penis up to 3 - full - inches . 100 % guaranteed ! believe it or not , it is now possible . check out dramatic before and after photos and what jane magazine had to say about the breakthrough sizemax formula . . . click here for no further emails click here [ ^ "" : } h & * tgobk 5 nkiys 5 ]",Phishing Email,0.0,0.0,0.0,1.0,1.0,0.0,1.0
"scathe lose your weight . new weightloss loses vp to 19 % . mailman q . 100 women surveyed , would you have with bill clinton ? a . 80 % said not again . the horse performed some wonderful kicking and even eureka assisted when she leaped bodily upon the gargoyles and scratched and bit at them like a wild - cat but all this bravery amounted to nothing at all vicosdin , xapnax , phentryrmeine and much morbe - sameeday shiapping ! the wooden things wound their long arms around zeb and the wizard and held them fast dorothy was captured in the same way , and numbers of the gargoyles clung to jim ' s legs , so weighting him down that the poor beast was helpless q . what ' s green and smells like monica lewinsky ? pogodena tyrfing n 2 himminbjerg a . the pool table in the oval office .",Marketing Spam,0.0,0.0,0.0,1.0,0.0,0.0,0.0
